iter	RMSE
0	1.086441432
100	0.5324602708
200	0.5112787862
300	0.4979806051
400	0.4878586462
500	0.4790712534
600	0.4715396449
700	0.4645544734
800	0.4581220552
900	0.4524878665
1000	0.4466334368
1100	0.4412996728
1200	0.4362532664
1300	0.4313625195
1400	0.4266444803
1500	0.4222961267
1600	0.4178027131
1700	0.4135632006
1800	0.4094200907
1900	0.4055522801
2000	0.4017493428
2100	0.3980596619
2200	0.3943276746
2300	0.3908177888
