iter	Passed	Remaining
341	270	11600
342	271	11598
343	272	11600
344	273	11600
345	273	11596
346	274	11593
347	275	11588
348	275	11583
349	276	11583
350	277	11579
351	278	11574
352	278	11572
353	279	11569
354	280	11565
355	281	11564
356	281	11562
357	282	11559
358	283	11557
359	284	11552
360	284	11552
361	285	11550
362	286	11550
363	287	11553
364	288	11551
365	288	11549
366	289	11547
367	290	11541
368	291	11539
369	291	11535
370	292	11531
371	293	11527
372	293	11525
373	294	11521
374	295	11517
375	296	11512
376	296	11508
377	297	11506
378	298	11502
379	298	11498
380	299	11496
381	300	11495
382	301	11492
383	302	11496
384	302	11496
385	303	11494
386	304	11495
387	305	11494
388	305	11490
389	306	11486
390	307	11485
391	308	11486
392	308	11482
393	309	11483
394	310	11480
395	311	11477
396	311	11473
397	312	11470
398	313	11466
399	314	11465
400	314	11462
401	315	11457
402	316	11455
403	317	11461
404	318	11461
405	318	11460
406	319	11461
407	320	11458
408	321	11459
409	322	11459
410	322	11463
411	323	11459
412	324	11457
413	325	11453
414	325	11449
415	326	11446
416	327	11445
417	328	11443
418	328	11440
419	329	11437
420	330	11435
421	331	11436
422	331	11437
423	332	11438
424	333	11434
425	334	11431
426	334	11430
427	335	11430
428	336	11428
429	337	11424
430	337	11420
431	338	11417
432	339	11415
433	340	11413
434	340	11410
435	341	11409
436	342	11407
437	342	11403
438	343	11396
439	344	11395
440	345	11393
441	345	11390
442	346	11393
443	347	11391
444	348	11389
445	348	11386
446	349	11382
447	350	11378
448	351	11377
449	351	11373
450	352	11370
451	353	11368
452	353	11366
453	354	11363
454	355	11361
455	356	11358
456	356	11353
457	357	11351
458	358	11348
459	358	11345
460	359	11342
461	360	11339
462	361	11337
463	361	11337
464	362	11338
465	363	11338
466	364	11335
467	365	11334
468	365	11334
469	366	11332
470	367	11330
471	368	11328
472	368	11327
473	369	11324
474	370	11323
475	371	11322
476	371	11322
477	372	11321
478	373	11320
479	374	11320
480	374	11317
481	375	11317
482	376	11314
483	377	11315
484	378	11314
485	378	11315
486	379	11312
487	380	11311
488	381	11308
489	381	11307
490	382	11306
491	383	11305
492	384	11304
493	384	11300
494	385	11298
495	386	11299
496	387	11297
497	387	11296
498	388	11293
499	389	11289
500	389	11286
501	390	11285
502	391	11285
503	392	11284
504	393	11282
505	393	11279
506	394	11278
507	395	11275
508	395	11271
509	396	11269
510	397	11267
511	398	11266
512	398	11265
513	399	11261
514	400	11258
515	401	11256
516	401	11256
517	402	11253
518	403	11250
519	403	11247
520	404	11245
521	405	11243
522	406	11239
523	406	11238
524	407	11236
525	408	11233
526	409	11232
527	409	11230
528	410	11226
529	411	11226
530	411	11224
531	412	11223
532	413	11221
533	414	11221
534	415	11221
535	415	11218
536	416	11217
537	417	11216
538	417	11212
539	418	11210
540	419	11208
541	420	11206
542	420	11204
543	421	11206
544	422	11205
545	423	11205
546	424	11208
547	424	11206
548	425	11204
549	426	11203
550	427	11202
551	427	11201
552	428	11201
553	429	11202
554	430	11201
555	431	11199
556	431	11197
557	432	11196
558	433	11194
559	434	11192
560	434	11190
561	435	11188
562	436	11185
563	437	11185
564	437	11183
565	438	11182
566	439	11179
567	439	11177
568	440	11177
569	441	11175
570	442	11173
571	442	11169
572	443	11168
573	444	11166
574	445	11166
575	445	11165
576	446	11166
577	447	11164
578	448	11162
579	448	11161
580	449	11159
581	450	11157
582	451	11156
583	452	11158
584	452	11155
585	453	11153
586	454	11152
587	455	11153
588	455	11151
589	456	11147
590	457	11144
591	457	11142
592	458	11139
593	459	11137
594	459	11135
595	460	11135
596	461	11134
597	462	11132
598	463	11131
599	463	11128
600	464	11126
601	465	11127
602	466	11126
603	466	11126
604	467	11125
605	468	11123
606	469	11122
607	469	11120
608	470	11118
609	471	11115
610	471	11112
611	472	11111
612	473	11110
613	474	11109
614	474	11107
615	475	11105
616	476	11102
617	476	11100
618	477	11098
619	478	11098
620	479	11096
621	479	11095
622	480	11094
623	481	11096
624	482	11097
625	483	11095
626	483	11094
627	484	11093
628	485	11090
629	486	11088
630	486	11086
631	487	11084
632	488	11083
633	489	11081
634	489	11080
635	490	11078
636	491	11075
637	491	11074
638	492	11071
639	493	11070
640	494	11069
641	494	11069
642	495	11068
643	496	11069
644	497	11070
645	498	11071
646	499	11070
647	499	11068
648	500	11067
649	501	11069
650	502	11069
651	502	11068
652	503	11067
653	504	11063
654	505	11061
655	505	11060
656	506	11057
657	507	11055
658	508	11055
659	508	11053
660	509	11051
661	510	11050
662	511	11050
663	511	11050
664	512	11049
665	513	11048
666	514	11047
667	514	11046
668	515	11046
669	516	11045
670	517	11043
671	517	11041
672	518	11039
673	519	11037
674	519	11034
675	520	11033
676	521	11031
677	522	11030
678	522	11029
679	523	11027
680	524	11025
681	525	11023
682	525	11021
683	543	11373
684	546	11422
685	549	11472
686	552	11520
687	556	11567
688	559	11611
689	561	11642
690	563	11672
691	565	11698
692	567	11714
693	569	11731
694	570	11751
695	572	11767
696	574	11781
697	575	11792
698	577	11804
699	578	11815
700	579	11824
701	580	11832
702	582	11836
703	583	11844
704	584	11852
705	585	11856
706	586	11861
707	587	11868
708	589	11873
709	590	11880
710	591	11881
711	592	11882
712	593	11886
713	594	11888
714	595	11889
715	596	11891
716	597	11894
717	597	11893
718	598	11891
719	599	11889
720	600	11890
721	601	11890
722	602	11888
723	602	11887
724	603	11885
725	604	11881
726	605	11878
727	605	11876
728	606	11873
729	607	11871
730	608	11868
731	608	11865
732	609	11861
733	610	11858
734	610	11856
735	611	11853
736	612	11851
737	613	11848
738	613	11845
739	614	11842
740	615	11839
741	616	11837
742	616	11833
743	617	11831
744	618	11827
745	618	11825
746	619	11823
747	620	11822
748	621	11819
749	621	11815
750	622	11812
751	623	11810
752	624	11808
753	624	11807
754	625	11804
755	626	11801
756	627	11798
757	627	11796
758	628	11794
759	629	11791
760	629	11787
761	630	11785
762	631	11781
763	632	11778
764	632	11777
765	633	11773
766	634	11771
767	635	11769
768	635	11765
769	636	11761
770	637	11759
771	637	11757
772	638	11753
773	639	11750
774	640	11749
775	640	11746
776	641	11743
777	642	11741
778	643	11738
779	643	11735
780	644	11733
781	645	11731
782	645	11726
783	646	11724
784	647	11723
785	648	11721
786	648	11719
787	649	11716
788	650	11713
789	651	11710
790	651	11706
791	652	11704
792	653	11702
793	653	11700
794	654	11698
795	655	11695
796	656	11692
797	656	11687
798	657	11685
799	658	11682
800	658	11680
801	659	11677
802	660	11673
803	661	11671
804	661	11668
805	662	11666
806	663	11666
807	664	11664
808	664	11660
809	665	11657
810	666	11655
811	666	11652
812	667	11649
813	668	11646
814	669	11645
815	669	11642
816	670	11639
817	671	11637
818	671	11635
819	672	11631
820	673	11629
821	674	11627
822	674	11624
823	675	11619
824	676	11617
825	676	11614
826	677	11612
827	678	11612
828	679	11610
829	679	11608
830	680	11606
831	681	11605
832	682	11605
833	683	11604
834	684	11603
835	684	11601
836	685	11599
837	686	11599
838	687	11595
839	687	11592
840	688	11588
841	689	11585
842	689	11583
843	690	11580
844	691	11578
845	691	11575
846	692	11574
847	693	11572
848	694	11570
849	694	11568
850	695	11567
851	696	11565
852	697	11564
853	698	11562
854	698	11562
855	699	11560
856	700	11559
857	701	11557
858	701	11555
859	702	11552
860	703	11550
861	704	11548
862	704	11545
863	705	11543
864	706	11541
865	706	11538
866	707	11538
867	708	11535
868	709	11533
869	709	11531
870	710	11529
871	711	11526
872	712	11525
873	712	11521
874	713	11518
875	714	11516
876	714	11513
877	715	11511
878	716	11508
879	717	11505
880	717	11502
881	718	11499
882	719	11496
883	719	11494
884	720	11491
885	721	11488
886	721	11485
887	722	11484
888	723	11485
889	724	11483
890	725	11482
891	725	11479
892	726	11477
893	727	11475
894	727	11472
895	728	11470
896	729	11467
897	730	11464
898	730	11462
899	731	11459
900	732	11456
901	732	11453
902	733	11452
903	734	11450
904	735	11447
905	735	11446
906	736	11443
907	737	11441
908	737	11439
909	738	11437
910	739	11435
911	740	11434
912	741	11433
913	741	11432
914	742	11429
915	743	11428
916	743	11425
917	744	11423
918	745	11420
919	746	11419
920	746	11416
921	747	11413
922	748	11411
923	748	11409
924	749	11406
925	750	11403
926	750	11401
927	751	11398
928	752	11397
929	753	11393
930	753	11393
931	754	11390
932	755	11388
933	755	11384
934	756	11382
935	757	11380
936	758	11377
937	758	11375
938	759	11373
939	760	11371
940	760	11367
941	761	11364
942	762	11362
943	762	11360
944	763	11357
945	764	11355
946	765	11353
947	765	11351
948	766	11348
949	767	11348
950	768	11346
951	768	11344
952	769	11343
953	770	11342
954	770	11338
955	771	11336
956	772	11334
957	773	11332
958	773	11330
959	774	11329
960	775	11326
961	776	11324
962	776	11322
963	777	11320
964	778	11317
965	778	11315
966	779	11312
967	780	11310
968	780	11308
969	781	11307
970	782	11306
971	783	11305
972	784	11303
973	784	11301
974	785	11299
975	786	11298
976	787	11295
977	787	11294
978	788	11291
979	789	11288
980	789	11285
981	790	11285
982	791	11282
983	791	11279
984	792	11278
985	793	11276
986	794	11274
987	794	11273
988	795	11272
989	796	11274
990	797	11273
991	798	11274
992	799	11273
993	799	11270
994	800	11267
995	801	11264
996	801	11262
997	802	11260
998	803	11257
999	804	11257
1000	804	11255
1001	805	11252
1002	806	11250
1003	806	11249
1004	807	11246
1005	808	11245
1006	809	11243
1007	809	11241
1008	810	11239
1009	811	11238
1010	812	11240
1011	813	11238
1012	813	11236
1013	814	11234
1014	815	11232
1015	815	11230
1016	816	11228
1017	817	11226
1018	818	11224
1019	818	11223
1020	819	11221
1021	820	11219
1022	821	11217
1023	821	11216
1024	822	11216
1025	823	11213
1026	824	11211
1027	824	11209
1028	825	11208
1029	826	11207
1030	827	11206
1031	828	11207
1032	828	11206
1033	829	11204
1034	830	11202
1035	830	11200
1036	831	11198
1037	832	11196
1038	833	11194
1039	833	11191
1040	834	11189
1041	835	11188
1042	835	11186
1043	836	11184
1044	837	11183
1045	838	11181
1046	838	11178
1047	839	11177
1048	840	11175
1049	840	11173
1050	841	11172
1051	842	11170
1052	843	11168
1053	843	11167
1054	844	11165
1055	845	11163
1056	846	11160
1057	846	11158
1058	847	11156
1059	848	11154
1060	848	11153
1061	849	11151
1062	850	11150
1063	851	11148
1064	851	11146
1065	852	11144
1066	853	11142
1067	854	11142
1068	854	11140
1069	855	11138
1070	856	11136
1071	857	11135
1072	857	11135
1073	858	11135
1074	859	11133
1075	860	11130
1076	860	11129
1077	861	11127
1078	862	11125
1079	863	11124
1080	863	11121
1081	864	11119
1082	865	11117
1083	865	11115
1084	866	11113
1085	867	11111
1086	868	11110
1087	868	11109
1088	869	11108
1089	870	11107
1090	871	11105
1091	871	11103
1092	872	11102
1093	873	11101
1094	874	11100
1095	874	11098
1096	875	11098
1097	876	11096
1098	877	11094
1099	877	11092
1100	878	11090
1101	879	11087
1102	879	11085
1103	880	11082
1104	881	11081
1105	882	11080
1106	882	11079
1107	883	11077
1108	884	11075
1109	884	11073
1110	885	11071
1111	886	11074
1112	887	11072
1113	888	11070
1114	888	11069
1115	889	11066
1116	890	11065
1117	891	11064
1118	891	11062
1119	892	11060
1120	893	11059
1121	893	11057
1122	894	11055
1123	895	11053
1124	896	11051
1125	896	11049
1126	897	11047
1127	898	11046
1128	898	11044
1129	899	11043
1130	900	11042
1131	901	11040
1132	902	11040
1133	903	11042
1134	903	11041
1135	904	11040
1136	905	11040
1137	906	11038
1138	906	11037
1139	907	11036
1140	908	11034
1141	909	11033
1142	909	11031
1143	910	11030
1144	911	11029
1145	912	11028
1146	912	11026
1147	913	11025
1148	914	11023
1149	915	11020
1150	915	11019
1151	916	11018
1152	917	11016
1153	918	11014
1154	918	11013
1155	919	11012
1156	920	11010
1157	921	11009
1158	921	11006
1159	922	11004
1160	923	11002
1161	923	11001
1162	924	11000
1163	925	10998
1164	926	10997
1165	926	10996
1166	927	10994
1167	928	10993
1168	928	10990
1169	929	10989
1170	930	10988
1171	931	10987
1172	932	10986
1173	932	10983
1174	933	10982
1175	934	10979
1176	934	10979
1177	935	10978
1178	936	10976
1179	937	10975
1180	937	10973
1181	938	10972
1182	939	10971
1183	939	10968
1184	940	10966
1185	941	10966
1186	942	10964
1187	942	10963
1188	943	10962
1189	944	10960
1190	945	10958
1191	945	10957
1192	946	10957
1193	947	10955
1194	948	10954
1195	948	10952
1196	949	10951
1197	950	10950
1198	951	10949
1199	951	10947
1200	952	10945
1201	953	10943
1202	954	10942
1203	954	10942
1204	955	10941
1205	956	10940
1206	957	10938
1207	957	10937
1208	958	10934
1209	959	10933
1210	960	10932
1211	960	10931
1212	961	10931
1213	962	10930
1214	963	10928
1215	963	10926
1216	964	10925
1217	965	10925
1218	966	10923
1219	966	10921
1220	967	10920
1221	968	10918
1222	969	10917
1223	969	10915
1224	970	10913
1225	971	10912
1226	971	10910
1227	972	10909
1228	973	10907
1229	974	10905
1230	974	10903
1231	975	10901
1232	976	10900
1233	977	10900
1234	977	10897
1235	978	10897
1236	979	10896
1237	980	10894
1238	980	10893
1239	981	10890
1240	982	10890
1241	983	10889
1242	983	10888
1243	984	10888
1244	985	10887
1245	986	10886
1246	986	10884
1247	987	10882
1248	988	10881
1249	988	10878
1250	989	10878
1251	990	10876
1252	991	10875
1253	991	10873
1254	992	10871
1255	993	10870
1256	994	10868
1257	994	10868
1258	995	10867
1259	996	10864
1260	997	10863
1261	997	10861
1262	998	10859
1263	999	10859
1264	1000	10858
1265	1000	10856
1266	1001	10855
1267	1002	10853
1268	1002	10852
1269	1003	10850
1270	1004	10848
1271	1005	10848
1272	1006	10847
1273	1006	10846
1274	1007	10846
1275	1008	10846
1276	1009	10846
1277	1010	10845
1278	1010	10843
1279	1011	10843
1280	1012	10842
1281	1013	10839
1282	1013	10839
1283	1014	10838
1284	1015	10838
1285	1016	10836
1286	1016	10834
1287	1017	10833
1288	1018	10831
1289	1018	10829
1290	1019	10828
1291	1020	10826
1292	1021	10825
1293	1021	10824
1294	1022	10822
1295	1023	10821
1296	1024	10820
1297	1025	10820
1298	1025	10818
1299	1026	10816
1300	1027	10814
1301	1027	10813
1302	1028	10811
1303	1029	10809
1304	1029	10807
1305	1030	10805
1306	1031	10804
1307	1031	10802
1308	1032	10801
1309	1033	10799
1310	1034	10798
1311	1034	10796
1312	1035	10796
1313	1036	10796
1314	1037	10794
1315	1038	10793
1316	1038	10791
1317	1039	10790
1318	1040	10789
1319	1040	10787
1320	1041	10786
1321	1042	10785
1322	1043	10783
1323	1043	10782
1324	1044	10782
1325	1045	10781
1326	1046	10780
1327	1047	10779
1328	1047	10778
1329	1048	10777
1330	1049	10776
1331	1050	10774
1332	1050	10774
1333	1051	10772
1334	1052	10772
1335	1053	10771
1336	1053	10769
1337	1054	10769
1338	1055	10768
1339	1056	10767
1340	1056	10765
1341	1057	10764
1342	1058	10762
1343	1059	10760
1344	1059	10759
1345	1060	10758
1346	1061	10757
1347	1062	10755
1348	1062	10753
1349	1063	10751
1350	1064	10749
1351	1064	10748
1352	1065	10747
1353	1066	10746
1354	1067	10746
1355	1067	10744
1356	1068	10742
1357	1069	10741
1358	1069	10739
1359	1070	10737
1360	1071	10736
1361	1072	10734
1362	1072	10733
1363	1073	10732
1364	1074	10730
1365	1074	10729
1366	1075	10727
1367	1076	10725
1368	1077	10725
1369	1077	10724
1370	1078	10724
1371	1079	10722
1372	1080	10721
1373	1081	10720
1374	1081	10720
1375	1082	10718
1376	1083	10717
1377	1084	10716
1378	1084	10715
1379	1085	10713
1380	1086	10712
1381	1086	10710
1382	1087	10709
1383	1088	10709
1384	1089	10707
1385	1089	10705
1386	1090	10703
1387	1091	10701
1388	1091	10699
1389	1092	10698
1390	1093	10696
1391	1094	10695
1392	1094	10693
1393	1095	10693
1394	1096	10692
1395	1097	10691
1396	1097	10690
1397	1098	10690
1398	1099	10689
1399	1100	10688
1400	1100	10686
1401	1101	10685
1402	1102	10683
1403	1103	10683
1404	1103	10682
1405	1104	10681
1406	1105	10681
1407	1106	10680
1408	1107	10678
1409	1107	10677
1410	1108	10676
1411	1109	10675
1412	1110	10674
1413	1110	10673
1414	1111	10671
1415	1112	10670
1416	1113	10669
1417	1113	10668
1418	1114	10667
1419	1115	10665
1420	1115	10664
1421	1116	10663
1422	1117	10661
1423	1118	10660
1424	1118	10659
1425	1119	10658
1426	1120	10657
1427	1121	10656
1428	1121	10655
1429	1122	10653
1430	1123	10652
1431	1124	10651
1432	1124	10650
1433	1125	10650
1434	1126	10650
1435	1127	10649
1436	1128	10648
1437	1128	10646
1438	1129	10645
1439	1130	10644
1440	1131	10643
1441	1131	10642
1442	1132	10640
1443	1133	10639
1444	1133	10637
1445	1134	10635
1446	1135	10634
1447	1136	10632
1448	1136	10631
1449	1137	10630
1450	1138	10628
1451	1138	10626
1452	1139	10624
1453	1140	10625
1454	1141	10625
1455	1142	10624
1456	1142	10623
1457	1143	10621
1458	1144	10620
1459	1145	10619
1460	1145	10617
1461	1146	10616
1462	1147	10614
1463	1147	10613
1464	1148	10612
1465	1149	10611
1466	1150	10609
1467	1150	10608
1468	1151	10608
1469	1152	10606
1470	1153	10605
1471	1153	10603
1472	1154	10602
1473	1155	10601
1474	1156	10600
1475	1157	10602
1476	1157	10600
1477	1158	10599
1478	1159	10598
1479	1160	10597
1480	1160	10596
1481	1161	10595
1482	1162	10594
1483	1163	10592
1484	1163	10590
1485	1164	10589
1486	1165	10588
1487	1165	10587
1488	1166	10585
1489	1167	10584
1490	1168	10583
1491	1168	10581
1492	1169	10580
1493	1170	10580
1494	1171	10581
1495	1172	10581
1496	1172	10579
1497	1173	10578
1498	1174	10577
1499	1175	10576
1500	1175	10575
1501	1176	10573
1502	1177	10572
1503	1178	10571
1504	1178	10571
1505	1179	10570
1506	1180	10569
1507	1181	10567
1508	1181	10565
1509	1182	10564
1510	1183	10562
1511	1183	10561
1512	1184	10561
1513	1185	10562
1514	1186	10561
1515	1187	10560
1516	1187	10558
1517	1188	10557
1518	1189	10555
1519	1190	10553
1520	1190	10551
1521	1191	10550
1522	1192	10549
1523	1192	10548
1524	1193	10548
1525	1194	10547
1526	1195	10547
1527	1196	10546
1528	1196	10545
1529	1197	10543
1530	1198	10542
1531	1199	10541
1532	1199	10541
1533	1200	10542
1534	1201	10541
1535	1202	10541
1536	1203	10540
1537	1204	10538
1538	1204	10537
1539	1205	10536
1540	1206	10535
1541	1206	10534
1542	1207	10533
1543	1208	10531
1544	1209	10530
1545	1209	10529
1546	1210	10528
1547	1211	10527
1548	1212	10526
1549	1212	10524
1550	1213	10523
1551	1214	10522
1552	1215	10520
1553	1215	10520
1554	1216	10521
1555	1217	10519
1556	1218	10517
1557	1218	10516
1558	1219	10515
1559	1220	10514
1560	1221	10513
1561	1222	10512
1562	1222	10512
1563	1223	10510
1564	1224	10509
1565	1224	10508
1566	1225	10506
1567	1226	10504
1568	1227	10503
1569	1227	10502
1570	1228	10500
1571	1229	10499
1572	1229	10498
1573	1230	10497
1574	1231	10496
1575	1232	10495
1576	1233	10495
1577	1233	10494
1578	1234	10492
1579	1235	10490
1580	1235	10489
1581	1236	10487
1582	1237	10486
1583	1238	10485
1584	1238	10484
1585	1239	10483
1586	1240	10482
1587	1240	10481
1588	1241	10480
1589	1242	10479
1590	1243	10477
1591	1243	10476
1592	1244	10474
1593	1245	10475
1594	1246	10474
1595	1247	10473
1596	1247	10472
1597	1248	10470
1598	1249	10469
1599	1249	10468
1600	1250	10467
1601	1251	10465
1602	1252	10465
1603	1252	10464
1604	1253	10462
1605	1254	10461
1606	1255	10460
1607	1255	10459
1608	1256	10457
1609	1257	10456
1610	1257	10454
1611	1258	10453
1612	1259	10452
1613	1260	10451
1614	1261	10451
1615	1261	10449
1616	1262	10448
1617	1263	10447
1618	1263	10446
1619	1264	10445
1620	1265	10443
1621	1265	10441
1622	1266	10440
1623	1267	10438
1624	1268	10437
1625	1268	10436
1626	1269	10435
1627	1270	10434
1628	1271	10432
1629	1271	10431
1630	1272	10430
1631	1273	10429
1632	1273	10427
1633	1274	10426
1634	1275	10425
1635	1276	10425
1636	1277	10425
1637	1277	10423
1638	1278	10422
1639	1279	10421
1640	1280	10420
1641	1280	10419
1642	1281	10419
1643	1282	10417
1644	1283	10416
1645	1283	10415
1646	1284	10414
1647	1285	10413
1648	1285	10411
1649	1286	10410
1650	1287	10409
1651	1288	10408
1652	1288	10407
1653	1289	10406
1654	1290	10405
1655	1291	10405
1656	1292	10405
1657	1292	10404
1658	1293	10403
1659	1294	10401
1660	1295	10400
1661	1295	10399
1662	1296	10398
1663	1297	10397
1664	1298	10395
1665	1298	10394
1666	1299	10392
1667	1300	10391
1668	1300	10391
1669	1301	10390
1670	1302	10389
1671	1303	10387
1672	1303	10386
1673	1304	10385
1674	1305	10384
1675	1306	10383
1676	1306	10383
1677	1307	10381
1678	1308	10380
1679	1309	10379
1680	1309	10378
1681	1310	10376
1682	1311	10375
1683	1311	10374
1684	1312	10372
1685	1313	10371
1686	1314	10370
1687	1314	10369
1688	1315	10367
1689	1316	10366
1690	1317	10365
1691	1317	10363
1692	1318	10362
1693	1319	10361
1694	1319	10359
1695	1320	10358
1696	1321	10357
1697	1322	10356
1698	1322	10355
1699	1323	10354
1700	1324	10353
1701	1325	10353
1702	1325	10351
1703	1326	10350
1704	1327	10349
1705	1328	10348
1706	1328	10347
1707	1329	10346
1708	1330	10344
1709	1330	10343
1710	1331	10341
1711	1332	10340
1712	1333	10340
1713	1333	10338
1714	1334	10337
1715	1335	10337
1716	1336	10336
1717	1337	10336
1718	1337	10335
1719	1338	10334
1720	1339	10333
1721	1340	10332
1722	1340	10331
1723	1341	10329
1724	1342	10328
1725	1342	10327
1726	1343	10325
1727	1344	10325
1728	1345	10323
1729	1345	10322
1730	1346	10321
1731	1347	10320
1732	1347	10318
1733	1348	10317
1734	1349	10316
1735	1349	10314
1736	1350	10313
1737	1351	10313
1738	1352	10313
1739	1353	10312
1740	1353	10311
1741	1354	10310
1742	1355	10309
1743	1356	10308
1744	1357	10307
1745	1357	10306
1746	1358	10305
1747	1359	10304
1748	1359	10303
1749	1360	10301
1750	1361	10300
1751	1362	10300
1752	1362	10299
1753	1363	10297
1754	1364	10296
1755	1365	10295
1756	1365	10295
1757	1366	10294
1758	1367	10293
1759	1368	10294
1760	1369	10292
1761	1369	10292
1762	1370	10290
1763	1371	10289
1764	1371	10287
1765	1372	10286
1766	1373	10285
1767	1374	10284
1768	1374	10283
1769	1375	10282
1770	1376	10281
1771	1377	10280
1772	1377	10279
1773	1378	10277
1774	1379	10276
1775	1380	10276
1776	1380	10276
1777	1381	10274
1778	1382	10274
1779	1383	10273
1780	1384	10272
1781	1384	10271
1782	1385	10270
1783	1386	10268
1784	1386	10267
1785	1387	10266
1786	1388	10264
1787	1388	10263
1788	1389	10262
1789	1390	10260
1790	1391	10259
1791	1391	10258
1792	1392	10257
1793	1393	10256
1794	1393	10254
1795	1394	10254
1796	1395	10254
1797	1396	10254
1798	1397	10253
1799	1398	10252
1800	1398	10251
1801	1399	10250
1802	1400	10249
1803	1400	10247
