iter	RMSE
348	0.3474555106
349	0.3473925561
350	0.3473365761
351	0.3472811453
352	0.3471953039
353	0.3471337078
354	0.3470560268
355	0.3470117964
356	0.3469448602
357	0.3468867874
358	0.3468255933
359	0.3467845773
360	0.3466976277
361	0.346585258
362	0.3465248388
363	0.3464600171
364	0.3463890207
365	0.3463355574
366	0.3462682696
367	0.3461829993
368	0.3461328047
369	0.3460835194
370	0.3460534118
371	0.3459702255
372	0.3458624365
373	0.3458022009
374	0.3457357526
375	0.3456646883
376	0.3456146735
377	0.3455384058
378	0.3454577762
379	0.3453840784
380	0.3453062269
381	0.3452362522
382	0.3451635229
383	0.3450950411
384	0.3450117451
385	0.344927325
386	0.344861535
387	0.3448156314
388	0.3447675104
389	0.3447012931
390	0.344624898
391	0.3445557869
392	0.3445032531
393	0.3444630093
394	0.3443864771
395	0.3443291851
396	0.344261078
397	0.3442122126
398	0.3441482655
399	0.3440777791
400	0.3440308991
401	0.3439468034
402	0.3438990979
403	0.3438154659
404	0.3437682501
405	0.343686347
406	0.3436312051
407	0.3435767173
408	0.343529626
409	0.3434652725
410	0.3433980294
411	0.3433160379
412	0.3432439906
413	0.3431704629
414	0.3430858413
415	0.3430156001
416	0.3429695092
417	0.3429139749
418	0.3428339633
419	0.3427708202
420	0.3427006815
421	0.3426255539
422	0.3425527716
423	0.3424896736
424	0.3424273422
425	0.3423796798
426	0.3423352669
427	0.3422763211
428	0.3421972379
429	0.342115378
430	0.3420543069
431	0.3420135666
432	0.3419349073
433	0.3418704714
434	0.3417884463
435	0.3417357004
436	0.3416834564
437	0.3416327029
438	0.3415607978
439	0.3414726618
440	0.3414367892
441	0.3413683815
442	0.3413006741
443	0.341244414
444	0.3412002934
445	0.3411356359
446	0.3410646749
447	0.3410127623
448	0.3409723276
449	0.3409265812
450	0.3408509686
451	0.3407759057
452	0.3407414479
453	0.3407061915
454	0.3406369743
455	0.3406262085
456	0.3405425284
457	0.3404825418
458	0.3404663789
459	0.3403977649
460	0.3403193015
461	0.3402510377
462	0.3401893803
463	0.340150332
464	0.3401157669
465	0.3400578252
466	0.3400048973
467	0.3399388616
468	0.3398706684
469	0.3397978298
470	0.3397606147
471	0.3396915383
472	0.3396273979
473	0.3395786415
474	0.339538692
475	0.3394668186
476	0.3394425112
477	0.3394036309
478	0.3393501135
479	0.3393044946
480	0.3392509014
481	0.3391652735
482	0.3391246794
483	0.3390689652
484	0.3390058775
485	0.3389452327
486	0.3388733393
487	0.3388192753
488	0.3387819379
489	0.3387296103
490	0.3386908269
491	0.3386300344
492	0.3385903617
493	0.3385435738
494	0.3384972302
495	0.3384467907
496	0.3383870712
497	0.338324271
498	0.3383007087
499	0.3382616792
500	0.3381985246
501	0.3381445032
502	0.3380796296
503	0.3380184864
504	0.3379625114
505	0.3379017901
506	0.33784901
507	0.3378091683
508	0.3377641896
509	0.3377574792
510	0.337719044
511	0.3376713188
512	0.3376554085
513	0.3376251468
514	0.3375692351
515	0.3375073435
516	0.337455785
517	0.3374029254
518	0.3373286111
519	0.3372706875
520	0.3372359998
521	0.3371741028
522	0.3371090559
523	0.3370718958
524	0.3370132067
525	0.3369624174
526	0.3369483194
527	0.3369188795
528	0.3368652882
529	0.3368141644
530	0.3367821995
531	0.3367238181
532	0.3366724887
533	0.3366440465
534	0.336580063
535	0.3365700418
536	0.3365134571
537	0.3364591595
538	0.3363805895
539	0.3363099817
540	0.3362637111
541	0.3362130914
542	0.336162452
543	0.336098301
544	0.3360309756
545	0.3359761055
546	0.3359246152
547	0.3358924568
548	0.3358501247
549	0.3358147388
550	0.3357881839
551	0.3357097573
552	0.3356748569
553	0.3356443924
554	0.3355816678
555	0.3355197997
556	0.3354526429
557	0.3354039644
558	0.3353433836
559	0.3352945414
560	0.3352600161
561	0.3351937468
562	0.335138942
563	0.3350835072
564	0.3350413225
565	0.3349815794
566	0.3349602117
567	0.3349359468
568	0.3349101627
569	0.3348861279
570	0.3348185478
571	0.3347569014
572	0.334709739
573	0.3346542206
574	0.3345673934
575	0.334497173
576	0.3344329839
577	0.3343723109
578	0.334304021
579	0.334251509
580	0.334234571
581	0.3341705293
582	0.3341219177
583	0.3341104578
584	0.3340610414
585	0.3340241184
586	0.3340073292
587	0.3339701976
588	0.3339063985
589	0.3338594846
590	0.333783331
591	0.3336985125
592	0.3336871924
593	0.3336323348
594	0.3336088526
595	0.3335399207
596	0.3334786731
597	0.3334093409
598	0.3333473847
599	0.3332889927
600	0.3332575027
601	0.3332142289
602	0.3331834522
603	0.3331486392
604	0.3330922317
605	0.3330737993
606	0.3330104451
607	0.3329492657
608	0.3329330043
609	0.3328870423
610	0.3328759739
611	0.3328442258
612	0.3328303865
613	0.33281939
614	0.3327681021
615	0.3326967978
616	0.3326729837
617	0.3326085689
618	0.3325792899
619	0.3325435557
620	0.3325128308
621	0.3324678345
622	0.3324172733
623	0.332373972
624	0.33236319
625	0.332314435
626	0.3322833254
627	0.3322552293
628	0.3322323804
629	0.3322262132
630	0.3321594747
631	0.3321124498
632	0.3320557592
633	0.3319882236
634	0.3319774612
635	0.3319092264
636	0.3318669244
637	0.3318260785
638	0.3317600749
639	0.3317235935
640	0.3316711939
641	0.3316578901
642	0.3316487622
643	0.3316381646
644	0.3315996274
645	0.3315539405
646	0.3314944333
647	0.3314838485
648	0.3314397941
649	0.3314323599
650	0.331404648
651	0.3313726847
652	0.3313291348
653	0.3312679802
654	0.3312590638
655	0.3312284574
656	0.3311699945
657	0.3311595796
658	0.3311492009
659	0.3310945029
660	0.331055729
661	0.3310473167
662	0.3310303049
663	0.3310200245
664	0.3309904868
665	0.3309802604
666	0.3309197399
667	0.3308645443
668	0.3308111027
669	0.3307479735
670	0.3306689071
671	0.3306265403
672	0.3305735167
673	0.3305062355
674	0.3304752277
675	0.3304704068
676	0.3304389483
677	0.3303740482
678	0.3303315833
679	0.330282989
680	0.330224261
681	0.3301950125
682	0.3301207666
683	0.330096117
684	0.3300860207
685	0.3300410399
686	0.3300125853
687	0.3299909429
688	0.3299725573
689	0.3299392422
690	0.3298767361
691	0.3298391283
692	0.3297745627
693	0.3297645471
694	0.3297186548
695	0.3296764004
696	0.3295967423
697	0.3295867719
698	0.3295527293
699	0.3295177603
700	0.3295075451
701	0.3294975577
702	0.3294307786
703	0.3294246267
704	0.329384434
705	0.3293399396
706	0.3293257264
707	0.3292661181
708	0.329256283
709	0.3292153609
710	0.3291642834
711	0.3291237663
712	0.3290716486
713	0.3290623126
714	0.3290170452
715	0.3289509238
716	0.328900092
717	0.3288713736
718	0.3288216752
719	0.328801397
720	0.3287434181
721	0.3287031388
722	0.3286446209
723	0.3286044115
724	0.3285947084
725	0.3285670642
726	0.3285596958
727	0.3285162256
728	0.3285065894
729	0.3284661434
730	0.3284563966
731	0.3284042973
732	0.3283947172
733	0.3283460446
734	0.3282902888
735	0.3282311206
736	0.3282256207
737	0.3282160988
738	0.3281411997
739	0.3281336354
740	0.3280643709
741	0.3280549084
742	0.328014742
743	0.327974547
744	0.3279462908
745	0.3278934355
746	0.327854397
747	0.3278251094
748	0.3278112234
749	0.32776456
750	0.3277180964
751	0.3276727055
752	0.3276175045
753	0.3276130739
754	0.3275728451
755	0.3275634956
756	0.3275539938
757	0.3275393513
758	0.3274897478
759	0.3274803113
760	0.3274709057
761	0.3274240005
762	0.32741463
763	0.3274023031
764	0.3273968732
765	0.3273702105
766	0.3273293772
767	0.327282398
768	0.3272332423
769	0.3272239631
770	0.3271856617
771	0.3271425293
772	0.3271346399
773	0.3270840003
774	0.3270747792
775	0.3270225737
776	0.32698395
777	0.3269718214
778	0.3269626634
779	0.326916622
780	0.326909472
781	0.3268323577
782	0.3267782338
783	0.3267305041
784	0.3266887057
785	0.3266611414
786	0.3266370834
787	0.3266298393
788	0.3265859716
789	0.3265576766
790	0.3265226126
791	0.3264837383
792	0.3264229319
793	0.3263920902
794	0.3263664903
795	0.326357376
796	0.326352244
797	0.3263474739
798	0.3263253603
799	0.3263162996
800	0.326278985
801	0.3262137934
802	0.3261737015
803	0.3261606639
804	0.3260998016
805	0.3260947294
806	0.3260365512
807	0.326031491
808	0.3259853386
809	0.3259592427
810	0.3259542044
811	0.3259366175
812	0.3259120073
813	0.3259032753
814	0.3258652169
815	0.3258565089
816	0.325851514
817	0.3258399257
818	0.3257859392
819	0.3257369696
820	0.3257296529
821	0.3256815619
822	0.3256340261
823	0.3255977856
824	0.3255748769
825	0.3255390479
826	0.3255304626
827	0.3254920272
828	0.3254832739
829	0.3254321189
830	0.3253781082
831	0.3253695884
832	0.3253341879
833	0.3253153656
834	0.3253068913
835	0.3252984447
836	0.3252464636
837	0.3252229646
838	0.3252143269
839	0.3252057174
840	0.3251469227
841	0.3251134697
842	0.3251051151
843	0.3250545044
844	0.325032111
845	0.3250235742
846	0.3249860198
847	0.3249746577
848	0.3249677646
849	0.3249606827
850	0.3249429106
851	0.3248949597
852	0.3248865052
853	0.3248383843
854	0.3248271815
855	0.3247710532
856	0.3247209068
857	0.3247144966
858	0.3247081704
859	0.3246784326
860	0.3246187952
861	0.3246106228
862	0.3246024769
863	0.3245451932
864	0.3245368455
865	0.3244876557
866	0.3244530708
867	0.324444803
868	0.3244365128
869	0.3243762177
870	0.3243531872
871	0.3243189967
872	0.3243127306
873	0.3242763332
874	0.3242683198
875	0.3242614224
876	0.3241789284
877	0.3241709534
878	0.3241282217
879	0.324123599
880	0.3241018691
881	0.324097426
882	0.3240532289
883	0.3240240476
884	0.3239746554
885	0.3239005007
886	0.3238960617
887	0.3238623712
888	0.3238578704
889	0.3238352572
890	0.3238088666
891	0.3237921144
892	0.3237317379
893	0.3236818006
894	0.3236269653
895	0.3236223903
896	0.323576786
897	0.3235725993
898	0.3235680461
899	0.3235613026
900	0.3235125514
901	0.3234642144
902	0.3234315198
903	0.3233777426
904	0.3233377215
905	0.3232980705
906	0.323229136
907	0.3232060835
908	0.3231564182
909	0.3231484062
910	0.3231020221
911	0.3230959602
912	0.323091445
913	0.3230612768
914	0.3230187618
915	0.3230123445
916	0.3229690392
917	0.322901052
918	0.3228944078
919	0.3228414147
920	0.3227908826
921	0.3227867466
922	0.3227789815
923	0.3227174723
924	0.3226732252
925	0.3226690911
926	0.3226240946
927	0.3225665523
928	0.3225368857
929	0.3224867035
930	0.3224787077
931	0.3224715001
932	0.3224241863
933	0.3223898712
934	0.3223819186
935	0.3223287451
936	0.3222824287
937	0.3222303973
938	0.3222259679
939	0.3222180569
940	0.3222121552
941	0.3222063778
942	0.3221680478
943	0.322114534
944	0.3221039637
945	0.3220812324
946	0.3220618123
947	0.3220513147
948	0.3220437561
949	0.3220135703
950	0.3219705846
951	0.3219642389
952	0.3219215189
953	0.3219137397
954	0.3219033423
955	0.3218468153
956	0.3217956256
957	0.3217412123
958	0.3217191631
959	0.3216810874
960	0.3216298948
961	0.3216255635
962	0.3216178292
963	0.3216143639
964	0.3216100547
965	0.3215691208
966	0.3215646888
967	0.3215430022
968	0.3215353159
969	0.3215313262
970	0.3214936436
971	0.3214859818
972	0.3214816976
973	0.321477429
974	0.3214698074
975	0.3214624511
976	0.3214468599
977	0.3214260008
978	0.3214184254
979	0.321381887
980	0.3213535264
981	0.3213016392
982	0.3212679996
983	0.321222071
984	0.3212159495
985	0.321170179
986	0.3211659619
987	0.3211322669
988	0.3210867239
989	0.3210827863
990	0.3210726269
991	0.3210272864
992	0.3210084865
993	0.3209796382
994	0.3209643764
995	0.3209241107
996	0.3208910304
997	0.3208853591
998	0.3208440098
999	0.3208295321
1000	0.320777147
1001	0.3207399936
1002	0.3207338594
1003	0.320726384
1004	0.3206819089
1005	0.3206283321
1006	0.3205760833
1007	0.3205719175
1008	0.3205567906
1009	0.3205493577
1010	0.3205419486
1011	0.3205364328
1012	0.3204866427
1013	0.3204599753
1014	0.3204060875
1015	0.3203562954
1016	0.3203489201
1017	0.3203415684
1018	0.3203151424
1019	0.3202707772
1020	0.320266912
1021	0.3202077267
1022	0.3201602275
1023	0.3201504331
1024	0.320146584
1025	0.32013928
1026	0.3201295517
1027	0.3201235966
1028	0.3201206003
1029	0.320116523
1030	0.3201092724
1031	0.3200759248
1032	0.3200718776
1033	0.3200678389
1034	0.320060618
1035	0.3200547258
1036	0.32004754
1037	0.3200403771
1038	0.3200345728
1039	0.3200250069
1040	0.3199870289
1041	0.3199812036
1042	0.3199716919
1043	0.3199677198
1044	0.3199619337
1045	0.3199129203
1046	0.3199058469
1047	0.3199001011
1048	0.3198943719
1049	0.3198903602
1050	0.3198833353
1051	0.3198763326
1052	0.3198577776
1053	0.3198484254
1054	0.3198427882
1055	0.3198358319
1056	0.3197870676
1057	0.3197732709
1058	0.3197356507
1059	0.3197287124
1060	0.3196751771
1061	0.3196348972
1062	0.3195832472
1063	0.3195710754
1064	0.3195434708
1065	0.3195393148
1066	0.319496213
1067	0.3194548162
1068	0.3194188391
1069	0.3193862646
1070	0.3193823047
1071	0.3193783519
1072	0.3193401901
1073	0.319337314
1074	0.3192932096
1075	0.3192239038
1076	0.3191917446
1077	0.3191349424
1078	0.3191280288
1079	0.3191236292
1080	0.3190910396
1081	0.3190854819
1082	0.319081473
1083	0.3190496774
1084	0.3190428061
1085	0.3190025943
1086	0.3189957468
1087	0.3189902605
1088	0.3189834449
1089	0.3189795756
1090	0.3189704801
1091	0.3189249515
1092	0.3189199768
1093	0.3189018668
1094	0.3188951062
1095	0.3188519966
1096	0.3188009262
1097	0.3187958954
1098	0.318768294
1099	0.3187592812
1100	0.3187525641
1101	0.3187151746
1102	0.3187084738
1103	0.3187045955
1104	0.3186979183
1105	0.3186941408
1106	0.3186821811
1107	0.3186384411
1108	0.3186345841
1109	0.3186292395
1110	0.3185827338
1111	0.3185760971
1112	0.3185707869
1113	0.3185413289
1114	0.3185373834
1115	0.3184972862
1116	0.3184637829
1117	0.3184181589
1118	0.3184003436
1119	0.3183937563
1120	0.3183258445
1121	0.3182926486
1122	0.3182482361
1123	0.318199044
1124	0.3181938023
1125	0.3181849969
1126	0.318149309
1127	0.3180968058
1128	0.3180791743
1129	0.318073922
1130	0.3180673796
1131	0.3180353499
1132	0.3180301668
1133	0.3179825163
1134	0.3179509733
1135	0.3179422755
1136	0.3178896096
1137	0.3178862722
1138	0.3178797722
1139	0.3178313277
1140	0.3178261935
1141	0.3178226702
1142	0.3178191129
1143	0.3178154037
1144	0.3177837751
1145	0.3177485369
1146	0.3177420827
1147	0.317705067
1148	0.3177015285
1149	0.3176354412
1150	0.3175860005
1151	0.3175821955
1152	0.3175648065
1153	0.3175417812
1154	0.3175107465
1155	0.3174665052
1156	0.3174629615
1157	0.3174193873
1158	0.3173850555
1159	0.317339137
1160	0.3173327107
1161	0.3173155499
1162	0.3172668562
1163	0.3172604478
1164	0.3172190959
1165	0.3171752506
1166	0.3171688644
1167	0.317165372
1168	0.317148371
1169	0.3171168817
1170	0.3171122288
1171	0.3170505116
1172	0.3170441672
1173	0.3170009153
1174	0.3169945883
1175	0.3169650767
1176	0.3169400433
1177	0.3169309179
1178	0.3169142349
1179	0.3168846022
1180	0.3168456026
1181	0.3168392946
1182	0.3167995941
1183	0.3167579993
1184	0.3167418479
1185	0.3167355686
1186	0.3166722793
1187	0.3166416186
1188	0.3166096974
1189	0.3166047485
1190	0.3165985005
1191	0.3165615796
1192	0.3165553572
1193	0.3165517661
1194	0.3165483741
1195	0.3165434697
1196	0.3165211543
1197	0.3165149645
1198	0.3165112307
1199	0.3165063537
1200	0.3164980691
1201	0.316467713
1202	0.316464344
1203	0.3164114833
1204	0.3163948961
1205	0.3163346614
1206	0.316310161
1207	0.3162653872
1208	0.3162571513
1209	0.3162298167
1210	0.3161995271
1211	0.316171337
1212	0.3161679767
1213	0.3161078007
1214	0.3160585219
1215	0.3160551677
1216	0.3160490282
1217	0.3160161475
1218	0.3160100239
1219	0.3160057326
1220	0.3159996377
1221	0.3159935622
1222	0.3159657384
1223	0.3159410639
1224	0.3158906506
1225	0.3158870422
1226	0.3158584685
1227	0.3158279302
1228	0.3158218681
1229	0.3158170954
1230	0.3157706121
1231	0.3157219291
1232	0.3156918584
1233	0.3156731362
1234	0.3156240177
1235	0.3155610598
1236	0.3155215888
1237	0.3155155615
1238	0.315512058
1239	0.3155039752
1240	0.3154802626
1241	0.3154432767
1242	0.3154109769
1243	0.3153700209
1244	0.3153652979
1245	0.3153289248
1246	0.3153207334
1247	0.3152745691
1248	0.3152314153
1249	0.3152233987
1250	0.3151960774
1251	0.3151665238
1252	0.3151151826
1253	0.3150811568
1254	0.3150352207
1255	0.3150292464
1256	0.3149877446
1257	0.3149577776
1258	0.3149518232
1259	0.3149031266
1260	0.3148971879
1261	0.3148538069
1262	0.3148478874
1263	0.3148049844
1264	0.3147783623
1265	0.3147747565
1266	0.3147700786
1267	0.3147641878
1268	0.314726637
1269	0.3146976384
1270	0.31469303
1271	0.3146871634
1272	0.314635787
1273	0.3146322023
1274	0.314624332
1275	0.3146033292
1276	0.3145974871
1277	0.3145929081
1278	0.3145574122
1279	0.3145256624
1280	0.314477894
1281	0.3144700823
1282	0.3144539411
1283	0.3144461726
1284	0.3144403723
1285	0.3143991015
1286	0.3143705473
1287	0.3143096533
1288	0.314292412
1289	0.3142539779
1290	0.3142481906
1291	0.3142117132
1292	0.3141609827
1293	0.3141170351
1294	0.3140786779
1295	0.3140598268
1296	0.3140553076
1297	0.3140252664
1298	0.3139964997
1299	0.3139933666
1300	0.3139888291
1301	0.3139566118
1302	0.3139165649
1303	0.3139120924
1304	0.3138622229
1305	0.3138222046
1306	0.3137993928
1307	0.31377466
1308	0.3137689256
1309	0.3137632094
1310	0.3137587283
1311	0.3137158923
1312	0.3136864715
1313	0.3136341805
1314	0.3135845972
1315	0.3135789046
1316	0.3135744409
1317	0.3135699901
1318	0.3135245473
1319	0.3134609881
1320	0.313431909
1321	0.3134262452
1322	0.3133805658
1323	0.3133330153
1324	0.3133296423
1325	0.3133057104
1326	0.3132748035
1327	0.3132703744
1328	0.3132445453
1329	0.3132044685
1330	0.3131513013
1331	0.3131129501
1332	0.3130642568
1333	0.3130527351
1334	0.3130470924
1335	0.3129961861
1336	0.3129886622
1337	0.3129842835
1338	0.3129799006
1339	0.3129399676
1340	0.3129324979
1341	0.3129250657
1342	0.312919474
1343	0.3129086547
1344	0.3129048197
1345	0.3128674434
1346	0.3128641181
1347	0.3128184371
1348	0.3127910768
1349	0.3127607047
1350	0.3127435353
1351	0.3127379675
1352	0.3127306038
1353	0.3127263031
1354	0.3126899636
1355	0.3126856738
1356	0.3126399726
1357	0.3126357011
1358	0.3126055984
1359	0.3125632683
1360	0.312533187
1361	0.3124994946
1362	0.3124852193
1363	0.3124600729
1364	0.3124185986
1365	0.3123676499
1366	0.3123535478
1367	0.3123295642
1368	0.3123253066
1369	0.3123230229
1370	0.3122944305
1371	0.3122889288
1372	0.3122496045
1373	0.3122461777
1374	0.3122406927
1375	0.3122352251
1376	0.3122106155
1377	0.3122076816
1378	0.3121784962
1379	0.312174301
1380	0.3121402219
1381	0.3121295177
1382	0.3121031387
1383	0.3120959879
1384	0.3120905697
1385	0.3120622401
1386	0.3120405383
1387	0.311978244
1388	0.3119750168
1389	0.3119301585
1390	0.3119269377
1391	0.3118955575
1392	0.3118740084
1393	0.3118686137
1394	0.3118632361
1395	0.3118363754
1396	0.3118331667
1397	0.311829772
1398	0.3117915642
1399	0.311786206
1400	0.3117419306
1401	0.3117365892
1402	0.3116933922
1403	0.3116649407
1404	0.311659625
1405	0.3116254239
1406	0.3115867189
1407	0.3115447898
1408	0.3115332443
1409	0.3115262439
1410	0.3115209453
1411	0.3114943706
1412	0.3114662457
1413	0.3114352859
1414	0.3114046145
1415	0.3113758124
1416	0.3113500183
1417	0.311345935
1418	0.3113093505
1419	0.3112732559
1420	0.3112646031
1421	0.311215307
1422	0.3111825699
1423	0.3111670132
1424	0.3111583946
1425	0.3111531347
1426	0.311112568
1427	0.3110824512
1428	0.3110742481
1429	0.3110333001
1430	0.3110204028
1431	0.311017596
1432	0.3109922365
1433	0.3109835487
1434	0.310979526
1435	0.31093197
1436	0.3108829418
1437	0.3108797744
1438	0.3108353368
1439	0.3108328809
1440	0.3107933816
1441	0.3107881629
1442	0.3107720759
1443	0.3107668776
1444	0.3107637267
1445	0.3107438776
1446	0.3107120333
1447	0.3106730541
1448	0.3106274739
1449	0.3105697435
1450	0.3105516934
1451	0.3105083779
1452	0.3104514591
1453	0.3104462571
1454	0.3104269303
1455	0.3103991629
1456	0.3103612045
1457	0.3103367474
1458	0.3103056382
1459	0.3103004495
1460	0.3102653949
1461	0.3102302076
1462	0.3101864478
1463	0.3101652213
1464	0.3101219871
1465	0.3100806182
1466	0.310078356
1467	0.3100731787
1468	0.3100298272
1469	0.3099873417
1470	0.3099514779
1471	0.3099257583
1472	0.3098876605
1473	0.3098631687
1474	0.30986042
1475	0.3098203657
1476	0.3097949387
1477	0.3097861925
1478	0.3097794119
1479	0.3097754585
1480	0.3097722963
1481	0.3097671511
1482	0.309725401
1483	0.3097202759
1484	0.3096889222
1485	0.3096471163
1486	0.3096447205
1487	0.309619357
1488	0.3095981292
1489	0.3095718587
1490	0.3095233773
1491	0.3094960471
1492	0.3094666115
1493	0.309461502
1494	0.3094564088
1495	0.3094223363
1496	0.3094139988
1497	0.3093983009
1498	0.3093704284
1499	0.3093376601
1500	0.3092988886
1501	0.3092938167
1502	0.3092887609
1503	0.3092352757
1504	0.3092144494
1505	0.3091661922
1506	0.3091285332
1507	0.3090711887
1508	0.3090310436
1509	0.309008823
1510	0.3090054112
1511	0.308998754
1512	0.3089937259
