iter	RMSE
2651	0.2892789522
2652	0.2892602644
2653	0.2892404617
2654	0.2892233381
2655	0.289218078
2656	0.2891940749
2657	0.2891867797
2658	0.2891773572
2659	0.2891415753
2660	0.2891385433
2661	0.2891356448
2662	0.2891322739
2663	0.2891064409
2664	0.289092879
2665	0.2890718694
2666	0.2890522932
2667	0.2890489367
2668	0.2890382016
2669	0.2890206453
2670	0.2890071557
2671	0.288989365
2672	0.2889844371
2673	0.2889817117
2674	0.2889765576
2675	0.2889433846
2676	0.2889408448
2677	0.2889196855
2678	0.2889052939
2679	0.2888729875
2680	0.2888410852
2681	0.2888338661
2682	0.2888116864
2683	0.2888059974
2684	0.2887921588
2685	0.2887676439
2686	0.2887386159
2687	0.2887282747
2688	0.2887180164
2689	0.2887146978
2690	0.2886828071
2691	0.2886777183
2692	0.2886592483
2693	0.288633445
2694	0.2885965573
2695	0.2885933247
2696	0.2885725895
2697	0.2885672521
2698	0.2885464295
2699	0.288534336
2700	0.2884982634
2701	0.2884955691
2702	0.2884819562
2703	0.2884747038
2704	0.28846653
2705	0.2884527152
2706	0.2884438145
2707	0.2884224389
2708	0.2883977423
2709	0.2883945262
2710	0.2883699932
2711	0.2883611474
2712	0.2883579478
2713	0.2883390081
2714	0.2883199559
2715	0.2882825077
2716	0.2882401266
2717	0.2882252411
2718	0.2881976008
2719	0.2881725869
2720	0.2881600545
2721	0.2881452772
2722	0.2881336528
2723	0.2881109447
2724	0.288080137
2725	0.2880713245
2726	0.2880656653
2727	0.2880563422
2728	0.2880321155
2729	0.2880048437
2730	0.2879858933
2731	0.2879802642
2732	0.2879670035
2733	0.2879487231
2734	0.2879415366
2735	0.2879243537
2736	0.2879017981
2737	0.2878846916
2738	0.2878683315
2739	0.2878608558
2740	0.2878507024
2741	0.2878471636
2742	0.2878420834
2743	0.2878385591
2744	0.2878309286
2745	0.2878258096
2746	0.2877954663
2747	0.2877784702
2748	0.2877728657
2749	0.2877652475
2750	0.2877549691
2751	0.2877435303
2752	0.2877388113
2753	0.2877080863
2754	0.2876791193
2755	0.2876718703
2756	0.2876637862
2757	0.2876382067
2758	0.2876023399
2759	0.2875738833
2760	0.2875626546
2761	0.2875591537
2762	0.2875544643
2763	0.2875478795
2764	0.2875347425
2765	0.2875227983
2766	0.2875150049
2767	0.2874981971
2768	0.2874710878
2769	0.2874682943
2770	0.2874403047
2771	0.2874318881
2772	0.2874033372
2773	0.2873848352
2774	0.2873790144
2775	0.2873585514
2776	0.2873555782
2777	0.2873532739
2778	0.2873252063
2779	0.2873023775
2780	0.2872897074
2781	0.2872798915
2782	0.2872723569
2783	0.2872665915
2784	0.2872573894
2785	0.2872527153
2786	0.2872447197
2787	0.2872279639
2788	0.28719481
2789	0.2871901436
2790	0.2871844088
2791	0.2871648987
2792	0.2871371264
2793	0.2871319991
2794	0.287115653
2795	0.2870744706
2796	0.2870664981
2797	0.2870431447
2798	0.2870361213
2799	0.2870260682
2800	0.2870068067
2801	0.286990719
2802	0.2869795055
2803	0.2869548625
2804	0.2869514246
2805	0.2869215172
2806	0.2869123013
2807	0.2868956019
2808	0.286868589
2809	0.2868496038
2810	0.2868461732
2811	0.2868297142
2812	0.2868049902
2813	0.2867904976
2814	0.2867777247
2815	0.2867538842
2816	0.2867427675
2817	0.2867261947
2818	0.2867060943
2819	0.2866898015
2820	0.2866806753
2821	0.2866557282
2822	0.2866426775
2823	0.2866267172
2824	0.2866162945
2825	0.2865992864
2826	0.286566637
2827	0.2865577233
2828	0.2865401832
2829	0.2865375662
2830	0.286513246
2831	0.2864931861
2832	0.286473311
2833	0.2864604167
2834	0.2864570025
2835	0.2864393086
2836	0.2864293293
2837	0.2864006177
2838	0.2863973571
2839	0.2863880675
2840	0.2863685823
2841	0.2863559172
2842	0.2863221667
2843	0.2863190921
2844	0.2863145062
2845	0.2863115928
2846	0.2862934079
2847	0.2862774514
2848	0.2862577516
2849	0.2862498944
2850	0.28622217
2851	0.2862205764
2852	0.2861939894
2853	0.2861800823
2854	0.2861730341
2855	0.2861684854
2856	0.2861637777
2857	0.2861336379
2858	0.2861179457
2859	0.2861154127
2860	0.2861099977
2861	0.2861066037
2862	0.286086909
2863	0.2860823668
2864	0.2860635656
2865	0.2860590406
2866	0.2860435694
2867	0.2860188744
2868	0.2860090207
2869	0.2860045332
2870	0.2860000619
2871	0.28598829
2872	0.2859695998
2873	0.2859534648
2874	0.2859491781
2875	0.2859403862
2876	0.2859205924
2877	0.2859062121
2878	0.2859017581
2879	0.2858964399
2880	0.2858932182
2881	0.2858769196
2882	0.285863717
2883	0.2858528979
2884	0.2858477596
2885	0.2858177004
2886	0.2858008073
2887	0.2857850332
2888	0.285781941
2889	0.2857741238
2890	0.2857430437
2891	0.2857321327
2892	0.2857266668
2893	0.2857222607
2894	0.2856901194
2895	0.2856804024
2896	0.2856648248
2897	0.2856564542
2898	0.2856380787
2899	0.2856273665
2900	0.2856243055
2901	0.2856215165
2902	0.2856186273
2903	0.2856048758
2904	0.2855759345
2905	0.2855599319
2906	0.2855552096
2907	0.2855522167
2908	0.28553702
2909	0.2855326628
2910	0.2855191473
2911	0.2855136371
2912	0.285510657
2913	0.2855057595
2914	0.2855024535
2915	0.2854967717
2916	0.2854923614
2917	0.2854580315
2918	0.2854403278
2919	0.2854370346
2920	0.285416461
2921	0.285413907
2922	0.2854107253
2923	0.2853850391
2924	0.2853632366
2925	0.2853464727
2926	0.2853393008
2927	0.285318675
2928	0.2853092386
2929	0.2853048617
2930	0.2852942083
2931	0.2852864432
2932	0.2852622308
2933	0.2852384171
2934	0.2852170019
2935	0.2851927076
2936	0.2851857743
2937	0.2851677714
2938	0.285158905
2939	0.2851521494
2940	0.2851477841
2941	0.2851434342
2942	0.2851384586
2943	0.2851116265
2944	0.2851090911
2945	0.2851009427
2946	0.2850914096
2947	0.2850873993
2948	0.2850834065
2949	0.2850640082
2950	0.2850482219
2951	0.2850307107
2952	0.2850244586
2953	0.2850005103
2954	0.2849744094
2955	0.2849722899
2956	0.2849458889
2957	0.284943378
2958	0.2849115933
2959	0.2849034357
2960	0.2848991097
2961	0.2848885887
2962	0.2848693374
2963	0.2848654003
2964	0.2848384127
2965	0.2848160491
2966	0.2847915372
2967	0.2847792205
2968	0.2847697724
2969	0.2847644508
2970	0.284751187
2971	0.2847468822
2972	0.2847262857
2973	0.2847219904
2974	0.2847139053
2975	0.2846946904
2976	0.2846904048
2977	0.2846799738
2978	0.2846568102
2979	0.2846539825
2980	0.2846390814
2981	0.2846217855
2982	0.2846016641
2983	0.2845817993
2984	0.2845797287
2985	0.2845656663
2986	0.2845564534
2987	0.284532913
2988	0.2845290714
2989	0.284502283
2990	0.2844822779
2991	0.2844797683
2992	0.2844599318
2993	0.2844371976
2994	0.2844357756
2995	0.2844281011
2996	0.2844098105
2997	0.2843796516
2998	0.2843720025
2999	0.2843643802
3000	0.284359882
3001	0.2843415941
3002	0.2843363765
3003	0.2843221909
3004	0.284316475
3005	0.2843025469
3006	0.2842997614
3007	0.2842917723
3008	0.2842657289
3009	0.2842440022
3010	0.28423161
3011	0.2842019604
3012	0.2841949478
3013	0.2841691584
3014	0.284149421
3015	0.2841314884
3016	0.2840925125
3017	0.2840683023
3018	0.2840391941
3019	0.2840199908
3020	0.2840100832
3021	0.2840076474
3022	0.2839819778
3023	0.2839660424
3024	0.2839581482
3025	0.2839506714
3026	0.2839393945
3027	0.2839157388
3028	0.2838874641
3029	0.2838688176
3030	0.2838572962
3031	0.2838339066
3032	0.2838280958
3033	0.2838159384
3034	0.2837883551
3035	0.2837863025
3036	0.2837819728
3037	0.2837791415
3038	0.2837714263
3039	0.283741781
3040	0.2837393451
3041	0.2837208506
3042	0.2837036129
3043	0.2836856896
3044	0.2836819529
3045	0.283659787
3046	0.2836477355
3047	0.283629397
3048	0.2836244255
3049	0.2836075499
3050	0.2835864395
3051	0.2835778092
3052	0.2835753976
3053	0.2835486583
3054	0.2835458478
3055	0.2835434442
3056	0.2835366083
3057	0.2835255522
3058	0.28350428
3059	0.2834768037
3060	0.283474
3061	0.2834689357
3062	0.2834507076
3063	0.2834282322
3064	0.2834239301
3065	0.2834130125
3066	0.2833968398
3067	0.2833667032
3068	0.2833639098
3069	0.2833424692
3070	0.2833252978
3071	0.2833222604
3072	0.2833033332
3073	0.2832845879
3074	0.2832684236
3075	0.2832606571
3076	0.2832314593
3077	0.2832296792
3078	0.2832050668
3079	0.283202273
3080	0.2831945551
3081	0.2831696891
3082	0.2831516574
3083	0.2831234552
3084	0.2830961172
3085	0.2830788992
3086	0.2830746137
3087	0.2830568738
3088	0.2830192393
3089	0.2830168871
3090	0.2830002435
3091	0.2829809827
3092	0.2829563102
3093	0.2829471058
3094	0.2829336751
3095	0.2829263401
3096	0.2829170337
3097	0.2829078952
3098	0.2829005831
3099	0.2828928591
3100	0.2828743399
3101	0.2828478217
3102	0.2828452323
3103	0.282826494
3104	0.2828222455
3105	0.2828180127
3106	0.2828034545
3107	0.282796021
3108	0.282778186
3109	0.2827731634
3110	0.2827554568
3111	0.2827357328
3112	0.2827315314
3113	0.2827187561
3114	0.2827043989
3115	0.2827001513
3116	0.2826716711
3117	0.2826700785
3118	0.282651832
3119	0.2826181391
3120	0.2826150779
3121	0.2826096038
3122	0.2826028778
3123	0.2825879004
3124	0.282581717
3125	0.2825632778
3126	0.2825605554
3127	0.2825457382
3128	0.2825248013
3129	0.282520397
3130	0.282518077
3131	0.2825135333
3132	0.2825054254
3133	0.2824981571
3134	0.2824770758
3135	0.2824593866
3136	0.2824271534
3137	0.2823966639
3138	0.2823860741
3139	0.2823823236
3140	0.2823402278
3141	0.2823163428
3142	0.282313679
3143	0.2823100145
3144	0.2823015008
3145	0.2822777541
3146	0.282259554
3147	0.2822572513
3148	0.2822336498
3149	0.2822069874
3150	0.2821845773
3151	0.2821563337
3152	0.2821422741
3153	0.2821202843
3154	0.2821028325
3155	0.2820991992
3156	0.282094164
3157	0.2820830288
3158	0.2820683964
3159	0.2820607685
3160	0.2820394185
3161	0.2820283962
3162	0.2820242177
3163	0.2820019343
3164	0.2819996542
3165	0.2819736286
3166	0.281947012
3167	0.281942853
3168	0.2819255357
3169	0.2819056739
3170	0.2818983605
3171	0.2818810719
3172	0.2818697245
3173	0.2818675932
3174	0.2818623557
3175	0.2818604379
3176	0.2818446434
3177	0.2818410587
3178	0.2818374887
3179	0.2818154592
3180	0.2817875751
3181	0.2817673454
3182	0.2817388615
3183	0.2817312806
3184	0.2817254571
3185	0.2817013338
3186	0.2816814922
3187	0.281642274
3188	0.2816173089
3189	0.2815986675
3190	0.2815706037
3191	0.2815662835
3192	0.2815470602
3193	0.281524737
3194	0.28152248
3195	0.2814948542
3196	0.2814879897
3197	0.2814615256
3198	0.2814481504
3199	0.2814456244
3200	0.2814211086
3201	0.2814002567
3202	0.2813978333
3203	0.2813654264
3204	0.2813480272
3205	0.2813456064
3206	0.2813386589
3207	0.2813351327
3208	0.2813303306
3209	0.2813280903
3210	0.2813163349
3211	0.2812913532
3212	0.2812745788
3213	0.2812710607
3214	0.2812556453
3215	0.2812347877
3216	0.2812029561
3217	0.2811927688
3218	0.2811686062
3219	0.2811571772
3220	0.2811544732
3221	0.2811198338
3222	0.2810983342
3223	0.2810821533
3224	0.2810661353
3225	0.2810545814
3226	0.2810405998
3227	0.2810202974
3228	0.281002752
3229	0.2809856526
3230	0.2809781195
3231	0.2809762175
3232	0.2809645613
3233	0.2809566283
3234	0.2809542203
3235	0.2809366607
3236	0.2809198002
3237	0.2809030091
3238	0.2809010011
3239	0.2808800331
3240	0.2808423892
3241	0.280803982
3242	0.2807831326
3243	0.2807789529
3244	0.2807625798
3245	0.2807530992
3246	0.2807214092
3247	0.2807006223
3248	0.2806789558
3249	0.2806620303
3250	0.2806342002
3251	0.2806321148
3252	0.2806046751
3253	0.2805999028
3254	0.2805789008
3255	0.2805714515
3256	0.2805439404
3257	0.2805268068
3258	0.280512703
3259	0.2804909168
3260	0.2804667698
3261	0.2804569215
3262	0.2804281034
3263	0.2804035459
3264	0.280391457
3265	0.2803827251
3266	0.2803560643
3267	0.2803480676
3268	0.2803398051
3269	0.2803161029
3270	0.2802892664
3271	0.280283248
3272	0.2802797993
3273	0.2802574497
3274	0.2802397504
3275	0.2802377647
3276	0.2802193361
3277	0.2802123034
3278	0.280207953
3279	0.2801866598
3280	0.2801730273
3281	0.2801579699
3282	0.2801304454
3283	0.2801160717
3284	0.280093181
3285	0.2800843808
3286	0.2800574533
3287	0.2800351287
3288	0.2800125849
3289	0.279988584
3290	0.2799860455
3291	0.2799786819
3292	0.2799586726
3293	0.2799578199
3294	0.2799396378
3295	0.2799233331
3296	0.2799150692
3297	0.2799108915
3298	0.2798953057
3299	0.2798868022
3300	0.2798703543
3301	0.2798532688
3302	0.2798418521
3303	0.2798345392
3304	0.2798146457
3305	0.2798060065
3306	0.2797897935
3307	0.2797879607
3308	0.2797816173
3309	0.2797686154
3310	0.2797602738
3311	0.2797494434
3312	0.2797423189
3313	0.2797261859
3314	0.2797192667
3315	0.2796992314
3316	0.2796966733
3317	0.2796810658
3318	0.2796738994
3319	0.2796537206
3320	0.2796445065
3321	0.2796397013
3322	0.2796141665
3323	0.2796100168
3324	0.279599519
3325	0.279583381
3326	0.2795763686
3327	0.2795696425
3328	0.2795623765
3329	0.2795590092
3330	0.2795404147
3331	0.2795362817
3332	0.279534327
3333	0.2795129477
3334	0.2795011492
3335	0.2794899037
3336	0.2794739713
3337	0.279458276
3338	0.2794313512
3339	0.2794242663
3340	0.2794081563
3341	0.2793945547
3342	0.2793802033
3343	0.2793625126
3344	0.2793455535
3345	0.2793351209
3346	0.279321805
3347	0.2793131985
3348	0.2792915783
3349	0.2792755944
3350	0.2792458888
3351	0.2792189814
3352	0.2792058929
3353	0.2791900645
3354	0.279174858
3355	0.2791676271
3356	0.279145433
3357	0.2791434889
3358	0.2791249891
3359	0.2791132736
3360	0.279111336
3361	0.2790981464
3362	0.279090955
3363	0.279084257
3364	0.2790768068
3365	0.2790599462
3366	0.279050055
3367	0.2790250267
3368	0.2790103974
3369	0.278992556
3370	0.2789907041
3371	0.2789835781
3372	0.2789811133
3373	0.278961731
3374	0.2789421207
3375	0.2789397198
3376	0.2789326354
3377	0.2789197198
3378	0.2789120041
3379	0.2789058002
3380	0.2788953327
3381	0.2788934829
3382	0.2788919222
3383	0.278876109
3384	0.2788541274
3385	0.2788521987
3386	0.2788352944
3387	0.2788049315
3388	0.2788013622
3389	0.278792813
3390	0.2787716942
3391	0.2787701634
3392	0.2787655456
3393	0.2787647658
3394	0.2787490888
3395	0.2787467944
3396	0.2787175966
3397	0.278715677
3398	0.278708658
3399	0.2787015022
3400	0.27869921
3401	0.2786973687
3402	0.2786893601
3403	0.2786682132
3404	0.2786388457
3405	0.2786292038
3406	0.2786102693
3407	0.278599158
3408	0.2785764235
3409	0.2785562708
3410	0.2785449989
3411	0.2785425713
3412	0.2785324372
3413	0.2785178636
3414	0.27851724
3415	0.2785072619
3416	0.278506352
3417	0.278493392
3418	0.2784784733
3419	0.2784704049
3420	0.2784662937
3421	0.2784459579
3422	0.2784451176
3423	0.2784383199
3424	0.2784079818
3425	0.278377793
3426	0.2783759534
3427	0.2783689974
3428	0.2783635899
3429	0.2783440633
3430	0.2783172903
3431	0.2783070401
3432	0.2782895797
3433	0.2782758869
3434	0.278255743
3435	0.2782409575
3436	0.2782257989
3437	0.2782200081
3438	0.2782132526
3439	0.2781966258
3440	0.2781735111
3441	0.2781419852
3442	0.278135085
3443	0.2781266735
3444	0.2781145402
3445	0.2780999328
3446	0.2780986592
3447	0.2780715332
3448	0.2780650403
3449	0.2780634939
3450	0.2780341939
3451	0.2780151169
3452	0.2780135769
3453	0.2780048026
3454	0.278000701
3455	0.2779723578
3456	0.2779372419
3457	0.2779360936
3458	0.2779107095
3459	0.277901339
3460	0.2778808522
3461	0.2778571803
3462	0.2778226789
3463	0.2778077717
3464	0.277786956
3465	0.2777664115
3466	0.2777520423
3467	0.2777275524
3468	0.2777124062
3469	0.2777015699
3470	0.2776705105
3471	0.2776539485
3472	0.2776531852
3473	0.2776513613
3474	0.2776481224
3475	0.2776428545
3476	0.2776347612
3477	0.2776144637
3478	0.2775942181
3479	0.2775678826
3480	0.2775503235
3481	0.2775421748
3482	0.2775334546
3483	0.2775319476
3484	0.2775232751
3485	0.2775214501
3486	0.2774990916
3487	0.277474514
3488	0.2774600179
3489	0.2774531545
3490	0.2774447468
3491	0.277440663
3492	0.2774305201
3493	0.2774222211
3494	0.277404725
3495	0.2774023542
3496	0.2773879808
3497	0.2773749452
3498	0.2773585883
3499	0.277337633
3500	0.2773286737
3501	0.2773065675
3502	0.2772982197
3503	0.2772840676
3504	0.2772748757
3505	0.2772554073
3506	0.2772343649
3507	0.2772311603
3508	0.2771992523
3509	0.2771698099
3510	0.2771413526
3511	0.2771372946
3512	0.2771150214
3513	0.2771135448
3514	0.2771094418
3515	0.277096014
3516	0.2770860518
3517	0.2770644156
3518	0.2770381519
3519	0.2770177275
3520	0.2769989398
3521	0.2769704412
3522	0.2769308438
3523	0.2769157522
3524	0.2768957972
3525	0.2768807881
3526	0.2768790432
3527	0.2768720416
3528	0.2768601516
3529	0.276836817
3530	0.276826979
3531	0.2768139435
3532	0.2768045024
3533	0.2767949852
3534	0.2767783643
3535	0.2767701083
3536	0.2767484039
3537	0.2767415846
3538	0.276728333
3539	0.2767215525
3540	0.2767074167
3541	0.2766983468
3542	0.2766909492
3543	0.2766782027
3544	0.2766633577
3545	0.2766438416
3546	0.2766176779
3547	0.2766152846
3548	0.2766001188
3549	0.2765933923
3550	0.2765789062
3551	0.276572209
3552	0.276557447
3553	0.2765479267
3554	0.2765430372
3555	0.2765386009
3556	0.2765367928
3557	0.2765278753
3558	0.2765213134
3559	0.2765197286
3560	0.2765174106
3561	0.2765040298
3562	0.2764973732
3563	0.2764796288
3564	0.2764568077
3565	0.2764552
3566	0.2764475142
3567	0.2764385764
3568	0.2764144447
3569	0.2763856068
3570	0.2763583673
3571	0.2763575484
3572	0.2763354492
3573	0.2763107376
3574	0.2762831675
3575	0.2762637736
3576	0.2762334985
3577	0.2762282468
3578	0.2762242335
3579	0.2761978357
3580	0.276183159
3581	0.2761683354
3582	0.276164344
3583	0.27616361
3584	0.2761598396
3585	0.276130738
3586	0.2761285259
3587	0.2761267588
3588	0.2761227623
3589	0.2761212685
3590	0.2761067219
3591	0.2761058506
3592	0.2760930433
3593	0.2760817795
3594	0.2760778216
3595	0.2760712007
3596	0.2760634398
3597	0.2760556429
3598	0.2760534424
3599	0.276034299
3600	0.2760205318
3601	0.2760182505
3602	0.2759950643
3603	0.2759722066
3604	0.2759499302
3605	0.2759340045
3606	0.2759227652
3607	0.2759161592
3608	0.2759124125
3609	0.275895552
3610	0.2758937167
3611	0.2758929281
3612	0.2758702534
3613	0.2758531868
3614	0.2758279014
3615	0.2758023333
3616	0.2757862897
3617	0.2757831748
3618	0.2757765639
3619	0.2757525315
3620	0.2757299359
3621	0.275713086
3622	0.2757049575
3623	0.2757042775
3624	0.2757027427
3625	0.2756749067
3626	0.275649774
3627	0.2756272722
3628	0.2756157017
3629	0.2756056546
3630	0.275574827
3631	0.2755702982
3632	0.2755564617
3633	0.2755548086
3634	0.2755442697
3635	0.2755437499
3636	0.2755094621
3637	0.2755074673
3638	0.2754905557
3639	0.2754817247
3640	0.2754677659
3641	0.2754610703
3642	0.2754458196
3643	0.2754176611
3644	0.275402869
3645	0.2753817892
3646	0.2753728903
3647	0.2753455295
3648	0.2753411851
3649	0.2753393696
3650	0.2753284922
3651	0.2753276814
3652	0.2753166715
3653	0.2752999988
3654	0.2752961517
3655	0.2752780745
3656	0.2752643743
3657	0.2752389645
3658	0.2752380999
3659	0.2752179226
3660	0.275204286
3661	0.2751992254
3662	0.2751741579
3663	0.2751540687
3664	0.2751527868
3665	0.2751446919
3666	0.2751430608
3667	0.2751285262
3668	0.275126738
3669	0.2751182045
3670	0.2750883736
3671	0.2750662571
3672	0.2750609624
3673	0.2750392916
3674	0.2750170775
3675	0.275000751
3676	0.2749659337
3677	0.2749508624
3678	0.2749443245
3679	0.2749428538
3680	0.2749272387
3681	0.2749170164
3682	0.2748974156
3683	0.2748966098
3684	0.2748786462
3685	0.2748509604
3686	0.2748436704
3687	0.2748204981
3688	0.2747982902
3689	0.2747965292
3690	0.2747948581
3691	0.2747854438
3692	0.2747638063
3693	0.2747361745
3694	0.2747235645
3695	0.2747181612
3696	0.2747055666
3697	0.2746892824
3698	0.2746802657
3699	0.2746658333
3700	0.2746619302
3701	0.2746535499
3702	0.2746342541
3703	0.2746160871
3704	0.2745939549
3705	0.2745926193
3706	0.2745850997
3707	0.2745617171
3708	0.2745415369
3709	0.2745301434
3710	0.2745047288
3711	0.2744788182
3712	0.2744774315
3713	0.2744472174
3714	0.274439718
3715	0.2744255605
3716	0.2744034634
3717	0.2743898845
3718	0.2743890949
3719	0.2743868739
3720	0.2743725658
3721	0.2743517077
3722	0.2743419614
3723	0.2743335576
3724	0.2743131996
3725	0.2743067261
3726	0.2742983949
3727	0.2742961079
3728	0.2742866799
3729	0.2742688296
3730	0.2742532692
3731	0.2742526033
3732	0.2742230954
3733	0.2742041242
3734	0.2742018459
3735	0.2741950751
3736	0.2741934307
3737	0.2741642462
3738	0.2741621099
3739	0.2741454682
3740	0.2741238401
3741	0.2741186815
3742	0.2740892386
3743	0.2740861894
3744	0.2740721344
3745	0.2740615237
3746	0.2740590227
3747	0.2740573385
3748	0.2740495352
3749	0.2740392371
3750	0.2740124504
3751	0.2740060367
3752	0.2740042456
3753	0.2739917874
3754	0.2739782087
3755	0.2739715056
3756	0.2739692742
3757	0.2739540207
3758	0.2739510028
3759	0.2739295102
3760	0.2739273243
3761	0.2739209501
3762	0.2739002216
3763	0.2738730412
3764	0.2738712835
3765	0.2738689964
3766	0.2738423499
3767	0.2738361379
3768	0.2738133333
3769	0.2737904061
3770	0.2737887359
3771	0.2737644377
3772	0.2737347586
3773	0.2737195841
3774	0.2737024472
3775	0.273693512
3776	0.2736714527
3777	0.2736622222
3778	0.2736489945
3779	0.2736239285
3780	0.27360996
3781	0.2735912065
3782	0.2735602203
3783	0.273536394
3784	0.2735326974
3785	0.2735245628
3786	0.2735224327
3787	0.2735161426
3788	0.2735139403
3789	0.2735116709
3790	0.273489577
3791	0.273478861
3792	0.273472599
3793	0.2734525609
3794	0.2734512507
3795	0.2734229425
3796	0.27340699
3797	0.2734052728
3798	0.2733836231
3799	0.2733631364
3800	0.2733465528
3801	0.2733319382
3802	0.2733101625
3803	0.2733094506
3804	0.2733086663
3805	0.27330284
3806	0.2732889958
3807	0.2732882281
3808	0.2732874526
3809	0.2732653368
3810	0.2732638392
3811	0.2732442378
3812	0.2732286532
3813	0.2732278794
3814	0.2732203684
3815	0.2732141414
3816	0.2732133683
3817	0.2732125957
3818	0.2732050406
3819	0.2731846384
3820	0.2731607341
3821	0.2731468501
3822	0.2731460182
3823	0.2731423079
3824	0.2731415378
3825	0.2731278269
3826	0.2731239804
3827	0.2731137848
3828	0.2730947931
3829	0.2730693464
3830	0.2730631335
3831	0.2730625477
3832	0.2730488171
3833	0.2730470293
3834	0.2730463197
3835	0.2730357966
3836	0.2730352114
3837	0.2730215569
3838	0.2729956439
3839	0.2729822477
3840	0.2729668439
3841	0.2729626173
3842	0.2729587935
3843	0.2729533295
3844	0.2729526219
3845	0.272948868
3846	0.2729356826
3847	0.2729226971
3848	0.2729182451
3849	0.2729120456
3850	0.2728969594
3851	0.2728919503
3852	0.272876654
3853	0.272858278
3854	0.2728446183
3855	0.2728440332
3856	0.2728262642
3857	0.2728254925
3858	0.2728091822
3859	0.2728077664
3860	0.2727910732
3861	0.2727770834
3862	0.272773343
3863	0.2727474267
3864	0.2727430043
3865	0.272742181
3866	0.2727353253
3867	0.2727346771
3868	0.2727149014
3869	0.2727096421
3870	0.2727030521
3871	0.2726911821
3872	0.2726715228
3873	0.2726594232
3874	0.2726459619
3875	0.2726452867
3876	0.2726240455
3877	0.272618331
3878	0.2726117075
3879	0.2725989148
3880	0.2725837438
3881	0.2725650391
3882	0.2725642202
3883	0.2725624521
3884	0.2725609857
3885	0.2725455591
3886	0.2725448649
3887	0.2725441712
3888	0.2725303107
3889	0.2725132053
3890	0.2724992488
3891	0.2724948449
3892	0.2724811949
3893	0.2724803774
3894	0.2724546233
3895	0.2724525277
3896	0.2724311603
3897	0.2724249838
3898	0.2724200685
3899	0.272398866
3900	0.2723967718
3901	0.2723870877
3902	0.2723648462
3903	0.2723642
3904	0.2723561121
3905	0.272345992
3906	0.2723446742
3907	0.2723422173
3908	0.2723414546
3909	0.2723324134
3910	0.2723311006
3911	0.272328166
3912	0.2723177341
3913	0.2723104011
3914	0.2723027479
3915	0.2722955839
3916	0.2722615505
3917	0.272259634
3918	0.2722445258
3919	0.27222194
3920	0.2722197227
3921	0.2722167953
3922	0.2722018778
3923	0.2721892983
3924	0.2721769093
3925	0.2721739923
3926	0.2721732395
3927	0.2721651555
3928	0.2721574351
3929	0.2721438203
3930	0.2721057303
3931	0.2720941243
3932	0.2720933734
3933	0.2720876227
3934	0.2720653846
3935	0.2720624799
3936	0.2720476841
3937	0.2720457855
3938	0.2720203016
3939	0.2720182233
3940	0.2720169208
3941	0.2720011175
3942	0.2719737038
3943	0.271947199
3944	0.2719458243
3945	0.2719362402
3946	0.2719159797
3947	0.271915324
3948	0.2718994478
3949	0.2718777329
3950	0.2718769268
3951	0.2718722064
3952	0.2718700803
3953	0.2718471063
3954	0.2718381615
3955	0.2718352827
3956	0.2718074548
3957	0.2717891113
3958	0.271778168
3959	0.2717740598
3960	0.2717626105
3961	0.2717499603
3962	0.2717470932
3963	0.2717447613
3964	0.2717073745
3965	0.271691011
3966	0.2716797239
3967	0.2716790363
3968	0.2716729163
3969	0.2716680753
3970	0.2716571721
3971	0.2716478367
3972	0.2716246861
3973	0.2716159449
3974	0.2715935447
3975	0.2715754019
3976	0.2715749821
3977	0.2715495364
3978	0.2715278682
3979	0.2715264996
3980	0.2715050476
3981	0.271502991
3982	0.2715021729
3983	0.2715004743
3984	0.2714870174
3985	0.2714847646
3986	0.2714830583
3987	0.2714622516
3988	0.2714473963
3989	0.271426803
3990	0.2714264031
3991	0.2714227153
3992	0.2714163106
3993	0.2713864037
3994	0.2713653131
3995	0.2713446232
3996	0.2713196889
3997	0.2712977326
3998	0.2712953932
3999	0.2712866668
4000	0.2712686286
4001	0.2712468548
4002	0.2712447426
4003	0.2712280197
4004	0.2712159233
4005	0.2712135894
4006	0.2712122362
4007	0.2711843587
4008	0.2711829408
4009	0.2711822671
4010	0.2711815197
4011	0.2711793568
4012	0.2711776816
4013	0.2711761191
4014	0.2711665168
4015	0.2711423657
4016	0.271134363
4017	0.2711211661
4018	0.2711116891
4019	0.2711095312
4020	0.2711088536
4021	0.2711013099
4022	0.2710888952
4023	0.2710853162
4024	0.2710792638
4025	0.271070478
4026	0.2710643833
4027	0.2710630335
4028	0.2710458717
4029	0.2710452298
4030	0.2710307367
4031	0.2710300947
4032	0.2710005355
4033	0.2709827157
4034	0.2709820406
4035	0.2709782945
4036	0.2709588856
4037	0.2709584647
4038	0.2709380815
4039	0.2709253842
4040	0.2709247175
4041	0.2709235477
4042	0.270922907
4043	0.2709192509
4044	0.2708963392
4045	0.270875539
4046	0.2708574066
4047	0.2708528712
4048	0.2708303855
4049	0.2708297187
4050	0.2708195938
4051	0.2708107987
4052	0.2708028449
4053	0.2707965493
4054	0.2707705047
4055	0.2707690532
4056	0.2707612129
4057	0.2707583925
4058	0.2707452316
4059	0.27072569
4060	0.2707249482
4061	0.2707189706
4062	0.2707129359
4063	0.2706946301
